ip_range,network,service
20.37.157.96/27,,CognitiveServicesManagement
20.37.195.112/28,,CognitiveServicesManagement
20.37.195.192/27,,CognitiveServicesManagement
20.37.196.160/27,,CognitiveServicesManagement
20.37.224.224/27,,CognitiveServicesManagement
20.37.225.192/27,,CognitiveServicesManagement
20.37.225.224/28,,CognitiveServicesManagement
20.37.229.192/26,,CognitiveServicesManagement
20.38.84.108/30,,CognitiveServicesManagement
20.38.85.160/27,,CognitiveServicesManagement
20.38.87.128/27,,CognitiveServicesManagement
20.38.87.160/28,,CognitiveServicesManagement
20.38.136.240/28,,CognitiveServicesManagement
20.38.137.128/27,,CognitiveServicesManagement
20.38.137.224/27,,CognitiveServicesManagement
20.38.141.12/30,,CognitiveServicesManagement
20.38.142.128/26,,CognitiveServicesManagement
20.38.142.224/27,,CognitiveServicesManagement
20.38.143.240/28,,CognitiveServicesManagement
20.39.11.112/28,,CognitiveServicesManagement
20.39.12.0/27,,CognitiveServicesManagement
20.39.12.96/27,,CognitiveServicesManagement
20.39.15.56/31,,CognitiveServicesManagement
20.39.15.60/30,,CognitiveServicesManagement
20.40.24.42/32,,CognitiveServicesManagement
20.40.164.245/32,,CognitiveServicesManagement
20.40.170.73/32,,CognitiveServicesManagement
20.40.187.210/32,,CognitiveServicesManagement
20.40.188.109/32,,CognitiveServicesManagement
20.40.190.135/32,,CognitiveServicesManagement
20.40.190.225/32,,CognitiveServicesManagement
20.40.200.64/27,,CognitiveServicesManagement
20.40.200.96/28,,CognitiveServicesManagement
20.40.207.152/29,,CognitiveServicesManagement
20.40.224.32/28,,CognitiveServicesManagement
20.40.224.48/30,,CognitiveServicesManagement
20.40.224.56/29,,CognitiveServicesManagement
20.40.225.64/26,,CognitiveServicesManagement
20.40.225.192/26,,CognitiveServicesManagement
20.40.229.64/28,,CognitiveServicesManagement
20.41.5.160/27,,CognitiveServicesManagement
20.41.65.192/27,,CognitiveServicesManagement
20.41.66.160/27,,CognitiveServicesManagement
20.41.66.192/28,,CognitiveServicesManagement
20.41.69.40/29,,CognitiveServicesManagement
20.41.69.56/30,,CognitiveServicesManagement
20.41.193.176/28,,CognitiveServicesManagement
20.41.193.192/27,,CognitiveServicesManagement
20.41.195.160/27,,CognitiveServicesManagement
20.41.208.0/30,,CognitiveServicesManagement
20.42.4.204/30,,CognitiveServicesManagement
20.42.6.144/28,,CognitiveServicesManagement
20.42.6.160/27,,CognitiveServicesManagement
20.42.7.128/27,,CognitiveServicesManagement
20.42.131.240/28,,CognitiveServicesManagement
20.42.173.0/28,,CognitiveServicesManagement
20.42.227.144/28,,CognitiveServicesManagement
20.42.227.160/27,,CognitiveServicesManagement
20.42.228.128/27,,CognitiveServicesManagement
20.43.42.16/28,,CognitiveServicesManagement
20.43.42.32/27,,CognitiveServicesManagement
20.43.43.0/27,,CognitiveServicesManagement
20.43.45.232/29,,CognitiveServicesManagement
20.43.45.244/30,,CognitiveServicesManagement
20.43.47.0/26,,CognitiveServicesManagement
20.43.47.128/27,,CognitiveServicesManagement
20.43.66.16/28,,CognitiveServicesManagement
20.43.66.32/27,,CognitiveServicesManagement
20.43.67.0/27,,CognitiveServicesManagement
20.43.121.0/29,,CognitiveServicesManagement
20.43.121.32/29,,CognitiveServicesManagement
20.43.131.48/28,,CognitiveServicesManagement
20.43.132.0/27,,CognitiveServicesManagement
20.43.132.96/27,,CognitiveServicesManagement
20.44.8.160/29,,CognitiveServicesManagement
20.44.8.192/29,,CognitiveServicesManagement
20.44.17.16/29,,CognitiveServicesManagement
20.44.17.48/29,,CognitiveServicesManagement
20.44.27.120/29,,CognitiveServicesManagement
20.44.27.216/29,,CognitiveServicesManagement
20.44.252.254/32,,CognitiveServicesManagement
20.44.253.87/32,,CognitiveServicesManagement
20.45.95.72/29,,CognitiveServicesManagement
20.45.95.80/28,,CognitiveServicesManagement
20.45.95.96/30,,CognitiveServicesManagement
20.45.112.224/27,,CognitiveServicesManagement
20.45.113.192/27,,CognitiveServicesManagement
20.45.113.224/28,,CognitiveServicesManagement
20.45.116.128/26,,CognitiveServicesManagement
20.45.116.240/28,,CognitiveServicesManagement
20.45.192.126/31,,CognitiveServicesManagement
20.45.195.128/27,,CognitiveServicesManagement
20.45.195.224/27,,CognitiveServicesManagement
20.45.196.0/28,,CognitiveServicesManagement
20.45.198.88/29,,CognitiveServicesManagement
20.45.199.36/30,,CognitiveServicesManagement
20.45.232.21/32,,CognitiveServicesManagement
20.45.242.184/29,,CognitiveServicesManagement
20.45.242.192/28,,CognitiveServicesManagement
20.45.242.208/30,,CognitiveServicesManagement
20.46.10.128/26,,CognitiveServicesManagement
20.46.10.192/27,,CognitiveServicesManagement
20.46.11.224/28,,CognitiveServicesManagement
20.47.154.170/32,,CognitiveServicesManagement
20.47.233.176/28,,CognitiveServicesManagement
20.47.233.192/29,,CognitiveServicesManagement
20.47.233.200/30,,CognitiveServicesManagement
20.48.138.207/32,,CognitiveServicesManagement
20.48.138.216/32,,CognitiveServicesManagement
20.48.192.64/29,,CognitiveServicesManagement
20.48.192.80/30,,CognitiveServicesManagement
20.48.193.64/26,,CognitiveServicesManagement
20.48.193.192/27,,CognitiveServicesManagement
20.48.196.240/28,,CognitiveServicesManagement
20.48.202.44/30,,CognitiveServicesManagement
20.48.202.192/28,,CognitiveServicesManagement
20.48.202.208/29,,CognitiveServicesManagement
20.49.96.128/27,,CognitiveServicesManagement
20.49.96.160/28,,CognitiveServicesManagement
20.49.102.56/29,,CognitiveServicesManagement
20.49.102.192/28,,CognitiveServicesManagement
20.49.102.208/30,,CognitiveServicesManagement
20.49.102.216/29,,CognitiveServicesManagement
20.49.102.224/30,,CognitiveServicesManagement
20.49.103.128/26,,CognitiveServicesManagement
20.49.114.160/29,,CognitiveServicesManagement
20.49.114.176/29,,CognitiveServicesManagement
20.49.114.184/30,,CognitiveServicesManagement
20.49.114.224/27,,CognitiveServicesManagement
20.49.115.192/26,,CognitiveServicesManagement
20.49.118.64/27,,CognitiveServicesManagement
20.49.119.208/28,,CognitiveServicesManagement
20.49.126.136/29,,CognitiveServicesManagement
20.49.126.144/29,,CognitiveServicesManagement
20.49.126.152/30,,CognitiveServicesManagement
20.49.126.224/27,,CognitiveServicesManagement
20.49.244.39/32,,CognitiveServicesManagement
20.49.245.105/32,,CognitiveServicesManagement
20.49.245.159/32,,CognitiveServicesManagement
20.50.1.16/28,,CognitiveServicesManagement
20.50.68.126/31,,CognitiveServicesManagement
20.51.6.36/30,,CognitiveServicesManagement
20.51.6.40/29,,CognitiveServicesManagement
20.51.6.48/28,,CognitiveServicesManagement
20.51.8.128/26,,CognitiveServicesManagement
20.51.8.224/27,,CognitiveServicesManagement
20.51.12.192/27,,CognitiveServicesManagement
20.51.12.224/28,,CognitiveServicesManagement
20.51.16.192/26,,CognitiveServicesManagement
20.51.17.32/27,,CognitiveServicesManagement
20.51.20.112/28,,CognitiveServicesManagement
20.51.89.40/32,,CognitiveServicesManagement
20.51.89.48/32,,CognitiveServicesManagement
20.52.64.16/29,,CognitiveServicesManagement
20.52.72.48/29,,CognitiveServicesManagement
20.52.88.128/28,,CognitiveServicesManagement
20.52.201.73/32,,CognitiveServicesManagement
20.53.41.32/29,,CognitiveServicesManagement
20.53.41.40/30,,CognitiveServicesManagement
20.53.41.48/28,,CognitiveServicesManagement
20.53.44.0/30,,CognitiveServicesManagement
20.53.44.128/26,,CognitiveServicesManagement
20.53.44.192/27,,CognitiveServicesManagement
20.53.47.80/28,,CognitiveServicesManagement
20.53.48.176/28,,CognitiveServicesManagement
20.53.56.112/28,,CognitiveServicesManagement
20.58.66.64/27,,CognitiveServicesManagement
20.58.67.32/28,,CognitiveServicesManagement
20.59.80.8/29,,CognitiveServicesManagement
20.59.80.16/28,,CognitiveServicesManagement
20.59.85.192/26,,CognitiveServicesManagement
20.59.86.0/25,,CognitiveServicesManagement
20.59.103.72/30,,CognitiveServicesManagement
20.61.96.168/29,,CognitiveServicesManagement
20.61.96.176/29,,CognitiveServicesManagement
20.61.96.188/30,,CognitiveServicesManagement
20.61.97.64/27,,CognitiveServicesManagement
20.61.98.64/31,,CognitiveServicesManagement
20.61.98.192/26,,CognitiveServicesManagement
20.61.99.32/27,,CognitiveServicesManagement
20.61.103.80/28,,CognitiveServicesManagement
20.62.58.0/26,,CognitiveServicesManagement
20.62.59.96/28,,CognitiveServicesManagement
20.62.128.144/30,,CognitiveServicesManagement
20.62.129.64/26,,CognitiveServicesManagement
20.62.129.160/27,,CognitiveServicesManagement
20.62.134.80/28,,CognitiveServicesManagement
20.63.128.172/32,,CognitiveServicesManagement
20.63.128.176/32,,CognitiveServicesManagement
20.65.130.0/26,,CognitiveServicesManagement
20.65.130.128/26,,CognitiveServicesManagement
20.65.133.96/28,,CognitiveServicesManagement
20.66.2.64/26,,CognitiveServicesManagement
20.66.2.160/27,,CognitiveServicesManagement
20.66.4.240/28,,CognitiveServicesManagement
20.69.0.240/28,,CognitiveServicesManagement
20.69.5.164/30,,CognitiveServicesManagement
20.69.5.176/28,,CognitiveServicesManagement
20.69.5.192/29,,CognitiveServicesManagement
20.69.12.0/25,,CognitiveServicesManagement
20.69.12.128/26,,CognitiveServicesManagement
20.70.222.116/30,,CognitiveServicesManagement
20.70.222.120/29,,CognitiveServicesManagement
20.72.20.64/27,,CognitiveServicesManagement
20.72.20.128/26,,CognitiveServicesManagement
20.72.21.8/29,,CognitiveServicesManagement
20.73.206.38/32,,CognitiveServicesManagement
20.73.206.43/32,,CognitiveServicesManagement
20.74.70.181/32,,CognitiveServicesManagement
20.74.70.203/32,,CognitiveServicesManagement
20.74.71.144/32,,CognitiveServicesManagement
20.74.195.76/30,,CognitiveServicesManagement
20.74.195.80/28,,CognitiveServicesManagement
20.74.195.96/28,,CognitiveServicesManagement
20.74.197.128/25,,CognitiveServicesManagement
20.74.198.0/26,,CognitiveServicesManagement
20.75.111.82/32,,CognitiveServicesManagement
20.79.80.75/32,,CognitiveServicesManagement
20.79.80.80/32,,CognitiveServicesManagement
20.79.107.16/28,,CognitiveServicesManagement
20.79.107.32/27,,CognitiveServicesManagement
20.79.109.0/25,,CognitiveServicesManagement
20.79.109.128/26,,CognitiveServicesManagement
20.80.44.187/32,,CognitiveServicesManagement
20.80.47.1/32,,CognitiveServicesManagement
20.82.206.140/32,,CognitiveServicesManagement
20.82.206.153/32,,CognitiveServicesManagement
20.83.10.156/32,,CognitiveServicesManagement
20.83.10.196/32,,CognitiveServicesManagement
20.83.64.156/32,,CognitiveServicesManagement
20.83.222.112/28,,CognitiveServicesManagement
20.83.222.192/29,,CognitiveServicesManagement
20.87.80.72/29,,CognitiveServicesManagement
20.87.80.80/28,,CognitiveServicesManagement
20.87.83.192/26,,CognitiveServicesManagement
20.87.86.0/25,,CognitiveServicesManagement
20.88.157.188/30,,CognitiveServicesManagement
20.89.12.196/30,,CognitiveServicesManagement
20.89.12.200/29,,CognitiveServicesManagement
20.89.12.208/28,,CognitiveServicesManagement
20.90.32.188/30,,CognitiveServicesManagement
20.90.36.16/28,,CognitiveServicesManagement
20.90.36.32/29,,CognitiveServicesManagement
20.90.132.176/28,,CognitiveServicesManagement
20.90.132.192/29,,CognitiveServicesManagement
20.90.132.200/30,,CognitiveServicesManagement
20.91.8.96/27,,CognitiveServicesManagement
20.91.12.0/25,,CognitiveServicesManagement
20.91.12.128/26,,CognitiveServicesManagement
20.91.145.64/26,,CognitiveServicesManagement
20.91.145.128/25,,CognitiveServicesManagement
20.91.149.48/28,,CognitiveServicesManagement
20.92.7.0/25,,CognitiveServicesManagement
20.92.7.128/26,,CognitiveServicesManagement
20.92.55.160/28,,CognitiveServicesManagement
20.92.55.176/29,,CognitiveServicesManagement
20.92.55.184/30,,CognitiveServicesManagement
20.93.196.39/32,,CognitiveServicesManagement
20.98.150.192/26,,CognitiveServicesManagement
20.98.151.0/25,,CognitiveServicesManagement
20.99.11.16/28,,CognitiveServicesManagement
20.99.11.104/29,,CognitiveServicesManagement
20.99.24.32/27,,CognitiveServicesManagement
20.99.25.0/28,,CognitiveServicesManagement
20.99.26.64/26,,CognitiveServicesManagement
20.99.26.128/25,,CognitiveServicesManagement
20.100.2.64/27,,CognitiveServicesManagement
20.100.6.0/25,,CognitiveServicesManagement
20.100.6.128/26,,CognitiveServicesManagement
20.100.16.240/28,,CognitiveServicesManagement
20.105.209.74/31,,CognitiveServicesManagement
20.105.209.80/28,,CognitiveServicesManagement
20.105.209.96/29,,CognitiveServicesManagement
20.105.245.128/25,,CognitiveServicesManagement
20.105.246.0/26,,CognitiveServicesManagement
20.107.239.68/31,,CognitiveServicesManagement
20.107.239.72/29,,CognitiveServicesManagement
20.107.239.80/28,,CognitiveServicesManagement
20.111.2.128/28,,CognitiveServicesManagement
20.111.2.144/29,,CognitiveServicesManagement
20.111.2.152/30,,CognitiveServicesManagement
20.111.5.0/25,,CognitiveServicesManagement
20.111.5.128/26,,CognitiveServicesManagement
20.116.47.192/26,,CognitiveServicesManagement
20.118.138.160/27,,CognitiveServicesManagement
20.119.27.128/28,,CognitiveServicesManagement
20.119.27.144/29,,CognitiveServicesManagement
20.119.156.64/26,,CognitiveServicesManagement
20.119.156.128/25,,CognitiveServicesManagement
20.125.7.64/26,,CognitiveServicesManagement
20.125.7.128/25,,CognitiveServicesManagement
20.125.157.64/26,,CognitiveServicesManagement
20.125.157.128/25,,CognitiveServicesManagement
20.125.164.128/25,,CognitiveServicesManagement
20.125.165.0/26,,CognitiveServicesManagement
20.150.161.160/27,,CognitiveServicesManagement
20.150.164.128/27,,CognitiveServicesManagement
20.150.164.160/28,,CognitiveServicesManagement
20.150.167.64/26,,CognitiveServicesManagement
20.150.174.136/29,,CognitiveServicesManagement
20.150.241.80/29,,CognitiveServicesManagement
20.150.244.48/28,,CognitiveServicesManagement
20.150.244.128/27,,CognitiveServicesManagement
20.164.154.0/28,,CognitiveServicesManagement
20.167.131.64/28,,CognitiveServicesManagement
20.167.131.88/29,,CognitiveServicesManagement
20.170.168.168/29,,CognitiveServicesManagement
20.175.5.144/29,,CognitiveServicesManagement
20.184.240.78/32,,CognitiveServicesManagement
20.184.241.66/32,,CognitiveServicesManagement
20.184.241.238/32,,CognitiveServicesManagement
20.184.242.113/32,,CognitiveServicesManagement
20.184.242.115/32,,CognitiveServicesManagement
20.184.242.189/32,,CognitiveServicesManagement
20.185.105.28/32,,CognitiveServicesManagement
20.187.195.152/29,,CognitiveServicesManagement
20.187.196.192/30,,CognitiveServicesManagement
20.187.197.64/26,,CognitiveServicesManagement
20.187.197.160/27,,CognitiveServicesManagement
20.189.108.64/27,,CognitiveServicesManagement
20.189.109.32/27,,CognitiveServicesManagement
20.189.109.64/28,,CognitiveServicesManagement
20.189.111.200/30,,CognitiveServicesManagement
20.189.111.208/28,,CognitiveServicesManagement
20.189.194.104/29,,CognitiveServicesManagement
20.189.194.128/28,,CognitiveServicesManagement
20.189.194.144/30,,CognitiveServicesManagement
20.189.199.128/25,,CognitiveServicesManagement
20.189.225.0/26,,CognitiveServicesManagement
20.189.225.96/27,,CognitiveServicesManagement
20.189.228.144/28,,CognitiveServicesManagement
20.190.210.73/32,,CognitiveServicesManagement
20.190.210.75/32,,CognitiveServicesManagement
20.191.160.8/29,,CognitiveServicesManagement
20.191.160.20/30,,CognitiveServicesManagement
20.191.160.96/28,,CognitiveServicesManagement
20.191.160.112/30,,CognitiveServicesManagement
20.191.161.128/26,,CognitiveServicesManagement
20.191.161.224/27,,CognitiveServicesManagement
20.191.166.96/28,,CognitiveServicesManagement
20.191.170.205/32,,CognitiveServicesManagement
20.192.44.96/28,,CognitiveServicesManagement
20.192.48.192/28,,CognitiveServicesManagement
20.192.50.80/28,,CognitiveServicesManagement
20.192.50.208/29,,CognitiveServicesManagement
20.192.80.32/28,,CognitiveServicesManagement
20.192.153.108/30,,CognitiveServicesManagement
20.192.153.160/28,,CognitiveServicesManagement
20.192.153.176/29,,CognitiveServicesManagement
20.192.158.64/26,,CognitiveServicesManagement
20.192.158.128/25,,CognitiveServicesManagement
20.192.161.144/28,,CognitiveServicesManagement
20.192.161.160/27,,CognitiveServicesManagement
20.192.164.128/27,,CognitiveServicesManagement
20.192.167.64/26,,CognitiveServicesManagement
20.192.170.32/28,,CognitiveServicesManagement
20.192.170.48/29,,CognitiveServicesManagement
20.192.170.56/30,,CognitiveServicesManagement
20.192.174.0/25,,CognitiveServicesManagement
20.192.174.128/26,,CognitiveServicesManagement
20.192.184.84/30,,CognitiveServicesManagement
20.192.225.208/28,,CognitiveServicesManagement
20.192.225.224/27,,CognitiveServicesManagement
20.192.228.192/27,,CognitiveServicesManagement
20.192.231.128/26,,CognitiveServicesManagement
20.193.35.41/32,,CognitiveServicesManagement
20.193.38.112/32,,CognitiveServicesManagement
20.193.38.255/32,,CognitiveServicesManagement
20.193.137.78/32,,CognitiveServicesManagement
20.193.194.0/28,,CognitiveServicesManagement
20.193.194.48/29,,CognitiveServicesManagement
20.193.194.64/28,,CognitiveServicesManagement
20.193.232.45/32,,CognitiveServicesManagement
20.194.72.64/26,,CognitiveServicesManagement
20.194.72.192/27,,CognitiveServicesManagement
20.194.74.64/28,,CognitiveServicesManagement
20.195.65.240/29,,CognitiveServicesManagement
20.195.72.240/28,,CognitiveServicesManagement
20.195.85.182/31,,CognitiveServicesManagement
20.195.86.32/27,,CognitiveServicesManagement
20.195.86.64/28,,CognitiveServicesManagement
20.195.146.80/28,,CognitiveServicesManagement
20.199.200.64/28,,CognitiveServicesManagement
20.199.202.64/26,,CognitiveServicesManagement
20.199.202.128/25,,CognitiveServicesManagement
20.199.204.176/28,,CognitiveServicesManagement
20.200.75.254/32,,CognitiveServicesManagement
20.200.161.192/26,,CognitiveServicesManagement
20.200.162.0/25,,CognitiveServicesManagement
20.200.166.200/29,,CognitiveServicesManagement
20.200.196.100/30,,CognitiveServicesManagement
20.200.196.112/28,,CognitiveServicesManagement
20.200.198.0/29,,CognitiveServicesManagement
20.201.24.127/32,,CognitiveServicesManagement
20.201.41.211/32,,CognitiveServicesManagement
20.201.42.112/32,,CognitiveServicesManagement
20.203.18.79/32,,CognitiveServicesManagement
20.203.18.164/32,,CognitiveServicesManagement
20.203.89.64/26,,CognitiveServicesManagement
20.203.89.128/25,,CognitiveServicesManagement
20.203.94.200/29,,CognitiveServicesManagement
20.204.198.48/28,,CognitiveServicesManagement
20.205.51.128/25,,CognitiveServicesManagement
20.205.54.0/26,,CognitiveServicesManagement
20.205.69.100/30,,CognitiveServicesManagement
20.205.69.104/29,,CognitiveServicesManagement
20.205.69.112/28,,CognitiveServicesManagement
20.206.182.0/25,,CognitiveServicesManagement
20.206.182.128/26,,CognitiveServicesManagement
20.207.1.128/27,,CognitiveServicesManagement
20.207.1.160/28,,CognitiveServicesManagement
20.207.4.128/25,,CognitiveServicesManagement
20.207.5.0/26,,CognitiveServicesManagement
20.208.4.124/30,,CognitiveServicesManagement
